ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE
learner,Baby Boomers (55-75),Male,Caucasian,Senior-level,Late career,starter,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,None,Competitive,Both,Suburban,Basic,Neutral,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Supportive,Cooperative,Urban,Basic,Positive,Medium,Interest,Ambivert,Requirement
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Accelerator,Physical,Some college,Fluent,Advanced,Auditory,Basic,Collaborative,Competitive,Urban,Intermediate,Negative,High,Time,Introverted,Skill development
learner,Millennials (25-40),Male,Asian,Entry-level,Mid-career,starter,None,Some college,Proficient,Intermediate,Visual,Intermediate,Collaborative,Neither,Rural,Intermediate,Positive,Medium,Interest,Extroverted,Career advancement
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Early career,starter,None,Master's degree,Proficient,Intermediate,Reading/Writing,Advanced,Collaborative,Both,Urban,Basic,Positive,Medium,Time,Extroverted,Skill development
learner,Millennials (25-40),Female,Asian,Entry-level,Retirement,Builder,None,Doctoral degree,Basic,Advanced,Kinesthetic,Basic,Collaborative,Cooperative,Rural,Intermediate,Neutral,Medium,Resources,Ambivert,Skill development
learner,Generation X (40-55),Male,African American,Entry-level,Mid-career,Builder,Physical,Doctoral degree,Basic,Basic,Visual,None,Competitive,Competitive,Suburban,Basic,Positive,High,Time,Ambivert,Skill development
learner,Generation X (40-55),Male,Other,Mid-level,Mid-career,starter,None,Some college,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Neutral,High,Time,Introverted,Skill development
admin,Millennials (25-40),Female,Asian,Senior-level,Early career,Accelerator,Mental,Master's degree,Fluent,Advanced,Visual,Advanced,Collaborative,Cooperative,Suburban,Advanced,Positive,Medium,Resources,Introverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Competitive,Urban,Intermediate,Positive,Low,Accessibility,Extroverted,Requirement
learner,Millennials (25-40),Other,Hispanic/Latino,Entry-level,Mid-career,Accelerator,Physical,Bachelor's degree,Proficient,Basic,Reading/Writing,Intermediate,Supportive,Competitive,Urban,Basic,Neutral,Low,Resources,Extroverted,Skill development
learner,Generation X (40-55),Female,African American,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Basic,Kinesthetic,Basic,Collaborative,Both,Urban,Advanced,Positive,Low,Resources,Introverted,Skill development
learner,Generation Z (18-24),Male,Caucasian,Mid-level,Early career,Accelerator,Other,High school or below,Fluent,Advanced,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Positive,Medium,Time,Introverted,Skill development
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Builder,None,Some college,Fluent,Intermediate,Auditory,None,Independent,Competitive,Urban,Intermediate,Positive,High,Accessibility,Introverted,Skill development
admin,Millennials (25-40),Male,Asian,Entry-level,Mid-career,starter,None,Some college,Basic,Intermediate,Auditory,Basic,Independent,Neither,Suburban,Intermediate,Positive,Medium,Time,Extroverted,Career advancement
learner,Generation Z (18-24),Female,African American,Entry-level,Late career,Builder,Other,Master's degree,Proficient,None,Reading/Writing,Advanced,Collaborative,Cooperative,Rural,Intermediate,Positive,Low,Interest,Introverted,Skill development
admin,Generation X (40-55),Other,African American,Entry-level,Early career,starter,None,High school or below,Proficient,Basic,Visual,Intermediate,Competitive,Cooperative,Urban,Advanced,Positive,High,Accessibility,Extroverted,Skill development
learner,Baby Boomers (55-75),Male,African American,Senior-level,Mid-career,Builder,Mental,Bachelor's degree,Proficient,Advanced,Auditory,Basic,Competitive,Cooperative,Rural,Advanced,Positive,High,Accessibility,Extroverted,Skill development
admin,Generation X (40-55),Male,Other,Mid-level,Early career,Builder,None,Bachelor's degree,Fluent,Basic,Auditory,Intermediate,Collaborative,Cooperative,Rural,Intermediate,Neutral,Medium,Accessibility,Extroverted,Requirement
learner,Generation X (40-55),Male,African American,Entry-level,Early career,starter,Physical,Some college,Fluent,Intermediate,Visual,Intermediate,Collaborative,Competitive,Suburban,Advanced,Neutral,High,Resources,Introverted,Career advancement
admin,Generation X (40-55),Male,Hispanic/Latino,Mid-level,Mid-career,Builder,Mental,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Competitive,Cooperative,Suburban,Advanced,Positive,Medium,Interest,Introverted,Skill development
learner,Millennials (25-40),Female,Other,Mid-level,Late career,Accelerator,None,High school or below,Fluent,Advanced,Visual,Intermediate,Supportive,Both,Suburban,Intermediate,Neutral,High,Time,Extroverted,Personal interest
learner,Generation Z (18-24),Male,Caucasian,Mid-level,Mid-career,Builder,None,High school or below,Proficient,Advanced,Kinesthetic,Advanced,Collaborative,Both,Suburban,Intermediate,Negative,High,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Visual,Intermediate,Competitive,Cooperative,Rural,Advanced,Positive,Medium,Interest,Introverted,Skill development
learner,Generation X (40-55),Male,Hispanic/Latino,Senior-level,Mid-career,Accelerator,None,Some college,Fluent,Advanced,Kinesthetic,Advanced,Collaborative,Neither,Urban,Advanced,Neutral,Medium,Time,Extroverted,Personal interest
learner,Generation X (40-55),Male,African American,Entry-level,Late career,Accelerator,None,Some college,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Competitive,Suburban,Basic,Positive,Medium,Time,Introverted,Skill development
learner,Millennials (25-40),Female,Other,Mid-level,Late career,Builder,None,Bachelor's degree,Fluent,Advanced,Visual,Basic,Collaborative,Cooperative,Suburban,Intermediate,Positive,High,Time,Extroverted,Career advancement
learner,Generation X (40-55),Male,African American,Entry-level,Mid-career,Builder,None,Master's degree,Basic,None,Reading/Writing,Basic,Supportive,Competitive,Urban,Intermediate,Positive,High,Interest,Extroverted,Career advancement
learner,Generation X (40-55),Male,Caucasian,Mid-level,Mid-career,Builder,None,Some college,None,None,Auditory,Intermediate,Competitive,Both,Suburban,Intermediate,Neutral,Medium,Accessibility,Introverted,Personal interest
learner,Generation X (40-55),Male,African American,Entry-level,Late career,Builder,None,Bachelor's degree,Basic,Advanced,Auditory,Basic,Competitive,Both,Suburban,Intermediate,Negative,High,Time,Introverted,Skill development
learner,Generation Z (18-24),Female,African American,Senior-level,Early career,Expert,Mental,Some college,Proficient,Intermediate,Kinesthetic,Advanced,Collaborative,Cooperative,Rural,Advanced,Positive,High,Resources,Introverted,Personal interest
learner,Generation X (40-55),Male,Caucasian,Mid-level,Late career,starter,None,Doctoral degree,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Cooperative,Urban,None,Positive,High,Interest,Ambivert,Requirement
learner,Millennials (25-40),Male,Other,Entry-level,Late career,Builder,Other,Bachelor's degree,Fluent,None,Kinesthetic,Advanced,Supportive,Neither,Suburban,Advanced,Positive,Medium,Resources,Introverted,Skill development
learner,Generation X (40-55),Male,Asian,Senior-level,Early career,starter,None,Some college,Fluent,Intermediate,Kinesthetic,Advanced,Collaborative,Both,Suburban,Basic,Neutral,Medium,Resources,Ambivert,Career advancement
learner,Generation X (40-55),Male,African American,Mid-level,Early career,Builder,Physical,Some college,Fluent,Advanced,Kinesthetic,Intermediate,Competitive,Competitive,Suburban,Advanced,Positive,Medium,Time,Introverted,Skill development
learner,Generation X (40-55),Other,Asian,Mid-level,Mid-career,Builder,Mental,Bachelor's degree,Fluent,Basic,Reading/Writing,Advanced,Collaborative,Competitive,Suburban,Intermediate,Positive,Low,Accessibility,Extroverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Mid-level,Mid-career,starter,None,Master's degree,Proficient,Intermediate,Visual,Basic,Independent,Both,Suburban,Advanced,Neutral,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Mid-career,starter,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Competitive,Both,Suburban,None,Positive,Medium,Time,Introverted,Career advancement
admin,Baby Boomers (55-75),Male,Asian,Mid-level,Late career,starter,None,Bachelor's degree,Proficient,Basic,Auditory,Intermediate,Independent,Cooperative,Suburban,Advanced,Positive,Medium,Time,Extroverted,Career advancement
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Mid-level,Mid-career,Accelerator,None,Bachelor's degree,Basic,Intermediate,Visual,Basic,Supportive,Both,Urban,Advanced,Positive,Medium,Time,Introverted,Personal interest
learner,Generation X (40-55),Male,Asian,Mid-level,Early career,Builder,None,Bachelor's degree,None,Advanced,Visual,None,Collaborative,Competitive,Rural,Basic,Positive,Low,Resources,Introverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Executive,Retirement,Builder,None,Some college,Fluent,Intermediate,Reading/Writing,Advanced,Competitive,Competitive,Urban,Intermediate,Positive,Medium,Time,Ambivert,Skill development
learner,Generation X (40-55),Female,Other,Mid-level,Mid-career,starter,None,Some college,Fluent,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,Basic,Positive,High,Interest,Introverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,Accelerator,Mental,Bachelor's degree,Fluent,Advanced,Auditory,Advanced,Collaborative,Cooperative,Suburban,Intermediate,Neutral,High,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Senior-level,Mid-career,Accelerator,Physical,Bachelor's degree,Fluent,Advanced,Auditory,Basic,Supportive,Competitive,Urban,Intermediate,Positive,High,Resources,Ambivert,Career advancement
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Basic,Advanced,Kinesthetic,Basic,Competitive,Competitive,Urban,Basic,Positive,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Late career,starter,Other,Some college,Proficient,Basic,Kinesthetic,Advanced,Competitive,Competitive,Suburban,Advanced,Positive,High,Time,Extroverted,Career advancement
learner,Generation Z (18-24),Female,Hispanic/Latino,Mid-level,Early career,Builder,Physical,Some college,Fluent,Advanced,Auditory,Basic,Collaborative,Neither,Urban,Advanced,Positive,Medium,Time,Extroverted,Personal interest
learner,Generation X (40-55),Female,African American,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,None,Kinesthetic,Intermediate,Supportive,Competitive,Rural,Advanced,Positive,High,Accessibility,Introverted,Career advancement
learner,Generation Z (18-24),Female,Other,Executive,Late career,Accelerator,Mental,Master's degree,Fluent,None,Kinesthetic,Intermediate,Collaborative,Both,Suburban,Advanced,Positive,High,Resources,Extroverted,Personal interest
learner,Generation X (40-55),Male,Asian,Entry-level,Early career,Builder,Other,Bachelor's degree,Proficient,Intermediate,Visual,Intermediate,Supportive,Neither,Suburban,Advanced,Positive,Low,Resources,Introverted,Career advancement
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Early career,Accelerator,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Advanced,Independent,Both,Urban,Intermediate,Neutral,High,Resources,Extroverted,Skill development
learner,Millennials (25-40),Female,Asian,Entry-level,Mid-career,Builder,None,Some college,None,Intermediate,Visual,Basic,Collaborative,Both,Rural,Basic,Positive,Low,Time,Ambivert,Personal interest
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,starter,None,Some college,Proficient,Advanced,Kinesthetic,Advanced,Collaborative,Both,Urban,Advanced,Positive,High,Time,Extroverted,Personal interest
learner,Generation X (40-55),Other,Caucasian,Mid-level,Late career,Accelerator,Physical,Bachelor's degree,Proficient,Basic,Kinesthetic,Intermediate,Supportive,Both,Suburban,Intermediate,Neutral,Low,Resources,Introverted,Career advancement
admin,Millennials (25-40),Female,Other,Mid-level,Early career,starter,None,Doctoral degree,Proficient,Basic,Visual,Basic,Independent,Both,Suburban,Advanced,Positive,High,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,starter,None,Some college,Fluent,Basic,Reading/Writing,Intermediate,Supportive,Neither,Suburban,Advanced,Positive,High,Time,Introverted,Requirement
learner,Generation X (40-55),Female,Asian,Entry-level,Early career,Builder,None,Some college,Fluent,Intermediate,Visual,Advanced,Supportive,Competitive,Rural,Intermediate,Positive,High,Interest,Extroverted,Personal interest
admin,Generation Z (18-24),Male,Caucasian,Mid-level,Early career,Accelerator,None,Some college,Fluent,Intermediate,Kinesthetic,Basic,Collaborative,Both,Urban,Basic,Neutral,High,Time,Introverted,Career advancement
learner,Millennials (25-40),Male,Asian,Mid-level,Mid-career,Builder,None,Bachelor's degree,Fluent,Advanced,Reading/Writing,Intermediate,Collaborative,Neither,Suburban,Advanced,Positive,High,Accessibility,Introverted,Career advancement
learner,Baby Boomers (55-75),Male,African American,Entry-level,Mid-career,starter,None,Some college,Fluent,Advanced,Auditory,Basic,Supportive,Both,Urban,Intermediate,Neutral,High,Resources,Extroverted,Skill development
learner,Generation X (40-55),Female,African American,Entry-level,Late career,starter,None,Bachelor's degree,Fluent,Intermediate,Visual,Advanced,Competitive,Both,Suburban,Advanced,Positive,High,Resources,Ambivert,Career advancement
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,starter,None,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Independent,Both,Rural,Advanced,Positive,High,Time,Extroverted,Skill development
admin,Millennials (25-40),Other,Asian,Mid-level,Early career,Builder,None,Some college,Fluent,Intermediate,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Neutral,Medium,Resources,Ambivert,Skill development
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Late career,starter,None,Bachelor's degree,Fluent,Advanced,Visual,Basic,Supportive,Neither,Urban,Intermediate,Positive,High,Resources,Introverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Builder,None,Master's degree,Fluent,Intermediate,Kinesthetic,Basic,Collaborative,Both,Suburban,Advanced,Positive,Medium,Interest,Introverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Senior-level,Mid-career,starter,Physical,Master's degree,Basic,Basic,Reading/Writing,Intermediate,Supportive,Both,Urban,Intermediate,Positive,High,Time,Introverted,Skill development
learner,Millennials (25-40),Other,Hispanic/Latino,Mid-level,Mid-career,starter,Mental,Doctoral degree,Fluent,Intermediate,Visual,Intermediate,Collaborative,Both,Suburban,Advanced,Neutral,High,Time,Introverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Mid-level,Early career,starter,Other,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Competitive,Cooperative,Suburban,Advanced,Negative,Medium,Time,Introverted,Career advancement
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Mid-career,Expert,None,Some college,Fluent,Intermediate,Reading/Writing,Basic,Competitive,Competitive,Urban,Intermediate,Neutral,High,Accessibility,Extroverted,Career advancement
learner,Generation X (40-55),Other,Caucasian,Mid-level,Mid-career,Accelerator,None,Bachelor's degree,Fluent,None,Visual,Intermediate,Supportive,Both,Suburban,Advanced,Neutral,Medium,Time,Ambivert,Skill development
admin,Generation Z (18-24),Other,African American,Mid-level,Early career,Accelerator,None,Bachelor's degree,Fluent,None,Auditory,Basic,Collaborative,Both,Rural,Advanced,Positive,Medium,Resources,Extroverted,Career advancement
learner,Millennials (25-40),Female,African American,Entry-level,Late career,Expert,None,Some college,Proficient,Intermediate,Kinesthetic,None,Collaborative,Competitive,Suburban,Advanced,Positive,High,Interest,Ambivert,Career advancement
