ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
admin,Millennials (25-40),Other,African American,Entry-level,Retirement,Expert,Other,Doctoral degree,Fluent,Basic,Reading/Writing,Advanced,Competitive,Competitive,Suburban,None,Negative,Low,Resources,Introverted,Requirement,100.0,7,4,positive
admin,Generation X (40-55),Male,Asian,Mid-level,Late career,Expert,Physical,Some college,Proficient,Basic,Visual,None,Supportive,Neither,Rural,Basic,Positive,Low,Accessibility,Introverted,Skill development,71.53,0,0,positive
learner,Millennials (25-40),Female,Hispanic/Latino,Executive,Early career,starter,Other,Bachelor's degree,Basic,Intermediate,Reading/Writing,Advanced,Independent,Cooperative,Urban,None,Neutral,Medium,Interest,Ambivert,Personal interest,97.22,0,0,positive
admin,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Mid-career,Builder,Other,Master's degree,Proficient,Basic,Auditory,Advanced,Independent,Competitive,Urban,Intermediate,Positive,Low,Time,Ambivert,Skill development,100.0,2,8,negative
learner,Millennials (25-40),Other,Caucasian,Executive,Early career,Builder,Other,Some college,Basic,Advanced,Kinesthetic,Basic,Collaborative,Both,Suburban,None,Neutral,High,Resources,Introverted,Requirement,39.65,0,0,negative
learner,Generation X (40-55),Other,African American,Entry-level,Late career,starter,None,High school or below,Fluent,Advanced,Auditory,Basic,Supportive,Cooperative,Rural,None,Neutral,High,Interest,Introverted,Personal interest,98.45,0,0,negative
learner,Generation X (40-55),Other,Asian,Executive,Retirement,Builder,Other,Bachelor's degree,Basic,Basic,Visual,None,Competitive,Neither,Suburban,Intermediate,Negative,High,Interest,Ambivert,Requirement,100.0,4,8,positive
learner,Baby Boomers (55-75),Male,Asian,Executive,Early career,Expert,Mental,Master's degree,Proficient,None,Kinesthetic,None,Independent,Neither,Urban,Basic,Negative,High,Resources,Introverted,Skill development,100.0,1,3,positive
learner,Baby Boomers (55-75),Other,Other,Mid-level,Late career,starter,Mental,Doctoral degree,Proficient,Advanced,Auditory,Advanced,Independent,Competitive,Suburban,Basic,Negative,Low,Interest,Ambivert,Requirement,100.0,6,7,negative
admin,Baby Boomers (55-75),Other,Asian,Mid-level,Retirement,Expert,Physical,High school or below,Proficient,Intermediate,Kinesthetic,None,Supportive,Competitive,Suburban,Intermediate,Negative,High,Resources,Ambivert,Skill development,100.0,7,6,negative
admin,Generation Z (18-24),Male,African American,Executive,Mid-career,starter,Physical,High school or below,Proficient,Advanced,Auditory,Intermediate,Collaborative,Neither,Suburban,None,Negative,Low,Time,Extroverted,Personal interest,14.09,0,0,positive
learner,Millennials (25-40),Other,Other,Executive,Retirement,Accelerator,Physical,Doctoral degree,None,None,Visual,Intermediate,Collaborative,Cooperative,Rural,Intermediate,Neutral,Medium,Accessibility,Extroverted,Personal interest,14.57,0,0,positive
admin,Baby Boomers (55-75),Other,African American,Executive,Retirement,starter,Physical,High school or below,Proficient,None,Auditory,None,Competitive,Both,Rural,None,Neutral,Medium,Interest,Introverted,Requirement,100.0,5,3,positive
learner,Millennials (25-40),Other,Asian,Mid-level,Early career,Builder,None,Doctoral degree,None,Intermediate,Kinesthetic,Advanced,Supportive,Cooperative,Urban,None,Positive,Medium,Time,Extroverted,Requirement,100.0,1,2,negative
admin,Baby Boomers (55-75),Male,African American,Mid-level,Early career,Expert,Mental,Bachelor's degree,Fluent,None,Reading/Writing,Basic,Competitive,Both,Rural,None,Positive,High,Resources,Ambivert,Personal interest,84.69,0,0,negative
admin,Generation Z (18-24),Male,Caucasian,Executive,Late career,Builder,None,Bachelor's degree,Fluent,None,Visual,Intermediate,Supportive,Neither,Suburban,None,Neutral,High,Interest,Extroverted,Skill development,55.32,0,0,positive
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Senior-level,Retirement,Accelerator,None,Some college,None,Intermediate,Visual,Advanced,Collaborative,Competitive,Urban,Basic,Negative,High,Interest,Ambivert,Personal interest,6.16,0,0,positive
admin,Millennials (25-40),Female,Asian,Entry-level,Retirement,Expert,None,Doctoral degree,Fluent,None,Visual,Intermediate,Collaborative,Competitive,Suburban,Intermediate,Positive,High,Accessibility,Extroverted,Skill development,100.0,3,3,positive
learner,Generation X (40-55),Male,African American,Executive,Early career,Expert,Other,Master's degree,None,Basic,Visual,Advanced,Collaborative,Cooperative,Urban,Advanced,Neutral,High,Resources,Ambivert,Skill development,96.68,0,0,negative
learner,Baby Boomers (55-75),Female,Hispanic/Latino,Executive,Retirement,Builder,Physical,Bachelor's degree,Basic,Intermediate,Visual,Basic,Independent,Neither,Suburban,None,Neutral,Low,Interest,Extroverted,Requirement,74.4,0,0,positive
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,starter,Mental,Some college,Basic,None,Reading/Writing,Intermediate,Collaborative,Neither,Urban,None,Neutral,Low,Time,Extroverted,Personal interest,35.65,0,0,negative
learner,Millennials (25-40),Female,Other,Entry-level,Early career,starter,Mental,High school or below,Basic,None,Visual,None,Independent,Neither,Rural,Advanced,Neutral,Low,Interest,Extroverted,Skill development,33.33,0,0,positive
admin,Baby Boomers (55-75),Female,Caucasian,Executive,Early career,starter,Mental,Some college,Fluent,Basic,Reading/Writing,Intermediate,Competitive,Neither,Suburban,Advanced,Negative,Low,Accessibility,Extroverted,Requirement,100.0,5,10,positive
admin,Generation X (40-55),Male,Hispanic/Latino,Mid-level,Mid-career,Builder,Other,Some college,Proficient,Intermediate,Visual,Intermediate,Collaborative,Cooperative,Urban,Advanced,Positive,Medium,Resources,Introverted,Requirement,35.61,0,0,negative
learner,Baby Boomers (55-75),Female,African American,Executive,Retirement,starter,None,Doctoral degree,Basic,Basic,Kinesthetic,Intermediate,Competitive,Both,Rural,Intermediate,Negative,High,Interest,Ambivert,Personal interest,62.88,0,0,negative
learner,Baby Boomers (55-75),Male,African American,Senior-level,Early career,starter,Other,Some college,None,Basic,Auditory,Intermediate,Independent,Cooperative,Suburban,Intermediate,Neutral,High,Accessibility,Introverted,Requirement,100.0,3,3,negative
admin,Generation Z (18-24),Male,Hispanic/Latino,Senior-level,Mid-career,Accelerator,Other,Master's degree,Fluent,None,Auditory,Basic,Collaborative,Neither,Urban,Advanced,Positive,Medium,Time,Introverted,Personal interest,33.53,0,0,negative
admin,Baby Boomers (55-75),Other,African American,Entry-level,Late career,Accelerator,Other,Doctoral degree,Basic,Basic,Auditory,Advanced,Supportive,Cooperative,Rural,Basic,Neutral,Low,Accessibility,Extroverted,Skill development,100.0,3,6,positive
admin,Baby Boomers (55-75),Male,Hispanic/Latino,Mid-level,Late career,Expert,Mental,Master's degree,Proficient,None,Visual,None,Collaborative,Cooperative,Suburban,Intermediate,Negative,Medium,Interest,Extroverted,Requirement,100.0,3,10,positive
learner,Generation X (40-55),Other,Caucasian,Senior-level,Late career,starter,Other,Some college,None,Basic,Visual,None,Collaborative,Both,Urban,Basic,Negative,Medium,Time,Ambivert,Career advancement,100.0,3,10,negative
learner,Generation Z (18-24),Male,Other,Senior-level,Late career,Builder,None,Some college,Proficient,Basic,Visual,Basic,Supportive,Cooperative,Rural,None,Positive,Low,Accessibility,Ambivert,Career advancement,100.0,5,6,positive
admin,Generation X (40-55),Male,Asian,Executive,Mid-career,starter,Other,Some college,Proficient,None,Reading/Writing,Intermediate,Supportive,Cooperative,Urban,None,Negative,High,Time,Introverted,Career advancement,45.01,0,0,negative
learner,Generation X (40-55),Male,Caucasian,Senior-level,Late career,Expert,Physical,Doctoral degree,None,Basic,Kinesthetic,Advanced,Supportive,Both,Rural,Intermediate,Positive,High,Interest,Extroverted,Personal interest,55.17,0,0,negative
learner,Baby Boomers (55-75),Female,African American,Executive,Early career,Accelerator,Mental,Master's degree,Proficient,Intermediate,Visual,Intermediate,Supportive,Neither,Suburban,Advanced,Negative,High,Resources,Extroverted,Skill development,61.35,0,0,positive
admin,Baby Boomers (55-75),Other,African American,Entry-level,Late career,Expert,None,Master's degree,Proficient,Advanced,Reading/Writing,Basic,Independent,Both,Urban,None,Negative,Low,Interest,Extroverted,Career advancement,98.47,0,0,positive
learner,Generation Z (18-24),Other,Caucasian,Mid-level,Mid-career,starter,None,High school or below,Basic,Advanced,Visual,Advanced,Collaborative,Cooperative,Rural,None,Negative,Low,Accessibility,Ambivert,Personal interest,72.57,0,0,positive
admin,Millennials (25-40),Female,Asian,Senior-level,Late career,Accelerator,Mental,Doctoral degree,Proficient,Advanced,Kinesthetic,Advanced,Supportive,Cooperative,Urban,None,Positive,Low,Interest,Ambivert,Career advancement,44.16,0,0,positive
admin,Millennials (25-40),Male,Other,Mid-level,Late career,Builder,Mental,Doctoral degree,None,Basic,Kinesthetic,None,Collaborative,Neither,Rural,Intermediate,Neutral,High,Time,Extroverted,Skill development,100.0,7,4,negative
learner,Generation Z (18-24),Male,Asian,Executive,Retirement,Expert,None,Some college,Fluent,Basic,Reading/Writing,Basic,Supportive,Both,Suburban,Intermediate,Positive,Medium,Time,Introverted,Career advancement,91.82,0,0,negative
admin,Millennials (25-40),Other,African American,Executive,Mid-career,starter,None,Bachelor's degree,None,Advanced,Visual,Intermediate,Independent,Competitive,Urban,None,Positive,Medium,Time,Ambivert,Requirement,16.93,0,0,positive
learner,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Mid-career,starter,None,Some college,Basic,Basic,Auditory,Basic,Independent,Cooperative,Suburban,Intermediate,Negative,High,Resources,Extroverted,Career advancement,63.93,0,0,negative
admin,Baby Boomers (55-75),Other,Asian,Mid-level,Early career,Expert,None,Doctoral degree,Proficient,Intermediate,Kinesthetic,None,Collaborative,Both,Rural,Basic,Neutral,Medium,Time,Introverted,Personal interest,100.0,7,9,positive
admin,Millennials (25-40),Other,African American,Executive,Mid-career,Builder,Mental,Doctoral degree,Fluent,Intermediate,Auditory,Advanced,Competitive,Competitive,Rural,None,Positive,Low,Accessibility,Extroverted,Career advancement,100.0,3,4,positive
admin,Generation Z (18-24),Other,Hispanic/Latino,Executive,Mid-career,Accelerator,Physical,Some college,Fluent,None,Reading/Writing,Intermediate,Independent,Competitive,Suburban,None,Positive,Medium,Accessibility,Ambivert,Skill development,88.58,0,0,positive
learner,Generation Z (18-24),Female,Other,Executive,Mid-career,Expert,None,Doctoral degree,Basic,Basic,Reading/Writing,Intermediate,Competitive,Both,Rural,Basic,Negative,Medium,Interest,Extroverted,Skill development,62.83,0,0,positive
admin,Millennials (25-40),Female,Caucasian,Executive,Late career,Builder,None,Doctoral degree,None,Basic,Auditory,Intermediate,Independent,Competitive,Suburban,Basic,Positive,High,Accessibility,Ambivert,Skill development,62.14,0,0,negative
learner,Generation Z (18-24),Other,Asian,Executive,Late career,starter,None,Some college,Proficient,Advanced,Reading/Writing,Advanced,Competitive,Neither,Suburban,Advanced,Neutral,Medium,Accessibility,Introverted,Personal interest,74.06,0,0,negative
admin,Generation Z (18-24),Female,Asian,Senior-level,Retirement,Builder,None,Doctoral degree,None,Intermediate,Auditory,None,Collaborative,Neither,Urban,Intermediate,Positive,Medium,Accessibility,Extroverted,Career advancement,100.0,7,3,positive
admin,Millennials (25-40),Female,Caucasian,Senior-level,Early career,Accelerator,Mental,Bachelor's degree,Basic,None,Auditory,Basic,Competitive,Cooperative,Suburban,Intermediate,Positive,High,Interest,Ambivert,Requirement,40.46,0,0,positive
learner,Generation Z (18-24),Male,Asian,Senior-level,Retirement,Accelerator,Other,Some college,Proficient,Advanced,Reading/Writing,None,Competitive,Cooperative,Suburban,Intermediate,Neutral,Medium,Interest,Introverted,Requirement,6.72,0,0,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Late career,Accelerator,Physical,Master's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Neither,Urban,Intermediate,Negative,Medium,Resources,Extroverted,Personal interest,46.01,0,0,positive
admin,Generation Z (18-24),Other,Asian,Mid-level,Retirement,starter,Mental,Doctoral degree,Fluent,Advanced,Auditory,Advanced,Competitive,Neither,Rural,None,Negative,Low,Time,Introverted,Career advancement,28.69,0,0,negative
admin,Generation X (40-55),Female,African American,Executive,Late career,Accelerator,Mental,Bachelor's degree,None,Advanced,Kinesthetic,Basic,Collaborative,Neither,Urban,None,Negative,Low,Time,Ambivert,Personal interest,100.0,5,9,positive
admin,Generation Z (18-24),Other,African American,Senior-level,Mid-career,Builder,None,Master's degree,Fluent,Advanced,Reading/Writing,Advanced,Independent,Cooperative,Suburban,Basic,Positive,Low,Time,Ambivert,Requirement,58.18,0,0,positive
admin,Baby Boomers (55-75),Other,Other,Senior-level,Early career,Builder,None,Bachelor's degree,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Both,Rural,Basic,Neutral,High,Time,Ambivert,Requirement,100.0,1,6,negative
admin,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Late career,starter,Physical,Master's degree,Fluent,Intermediate,Auditory,Basic,Collaborative,Both,Rural,Intermediate,Neutral,Medium,Accessibility,Ambivert,Requirement,58.99,0,0,positive
admin,Generation Z (18-24),Other,Caucasian,Mid-level,Late career,starter,Mental,Some college,None,Intermediate,Auditory,None,Collaborative,Cooperative,Urban,Advanced,Neutral,Low,Accessibility,Extroverted,Requirement,69.12,0,0,negative
admin,Millennials (25-40),Other,Asian,Mid-level,Mid-career,Builder,None,Some college,Proficient,Intermediate,Auditory,Intermediate,Supportive,Competitive,Suburban,Intermediate,Neutral,High,Interest,Extroverted,Personal interest,56.94,0,0,negative
learner,Millennials (25-40),Other,Asian,Senior-level,Mid-career,Accelerator,Mental,Some college,Basic,Advanced,Reading/Writing,None,Independent,Competitive,Suburban,Basic,Negative,Low,Time,Introverted,Career advancement,100.0,5,2,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Entry-level,Late career,Accelerator,Other,Some college,Proficient,Intermediate,Visual,Advanced,Supportive,Cooperative,Urban,Advanced,Positive,Medium,Accessibility,Extroverted,Personal interest,95.0,0,0,positive
learner,Millennials (25-40),Female,Asian,Entry-level,Retirement,Expert,Mental,Some college,Basic,Intermediate,Kinesthetic,Advanced,Supportive,Both,Suburban,Advanced,Positive,Low,Accessibility,Ambivert,Personal interest,65.29,0,0,positive
admin,Millennials (25-40),Male,Other,Executive,Retirement,starter,Other,Doctoral degree,Proficient,Basic,Kinesthetic,None,Supportive,Neither,Rural,None,Negative,High,Accessibility,Ambivert,Career advancement,100.0,1,5,negative
admin,Baby Boomers (55-75),Other,African American,Entry-level,Late career,Accelerator,None,Doctoral degree,Proficient,Intermediate,Kinesthetic,Basic,Independent,Both,Suburban,Advanced,Negative,Low,Time,Introverted,Personal interest,65.42,0,0,negative
learner,Millennials (25-40),Other,Asian,Mid-level,Early career,Expert,None,Doctoral degree,Fluent,Advanced,Kinesthetic,Advanced,Independent,Neither,Urban,Intermediate,Neutral,High,Interest,Extroverted,Requirement,40.06,0,0,positive
admin,Generation X (40-55),Male,Asian,Mid-level,Retirement,starter,None,Some college,None,None,Reading/Writing,None,Competitive,Both,Suburban,Intermediate,Neutral,High,Accessibility,Extroverted,Personal interest,100.0,2,10,positive
admin,Baby Boomers (55-75),Other,Asian,Executive,Retirement,Accelerator,Mental,Master's degree,None,None,Visual,None,Supportive,Competitive,Rural,Basic,Positive,Low,Time,Ambivert,Personal interest,42.0,0,0,positive
admin,Generation X (40-55),Other,Hispanic/Latino,Entry-level,Mid-career,Builder,None,High school or below,None,Advanced,Visual,None,Supportive,Cooperative,Suburban,Intermediate,Neutral,Medium,Time,Extroverted,Career advancement,76.87,0,0,negative
learner,Generation X (40-55),Male,Caucasian,Executive,Early career,Accelerator,Physical,High school or below,Fluent,Basic,Auditory,Advanced,Independent,Cooperative,Urban,None,Neutral,High,Time,Extroverted,Career advancement,31.3,0,0,negative
admin,Millennials (25-40),Male,African American,Executive,Early career,Expert,Mental,Master's degree,Fluent,Advanced,Kinesthetic,Basic,Competitive,Both,Suburban,Basic,Neutral,High,Accessibility,Ambivert,Personal interest,4.7,0,0,negative
learner,Generation Z (18-24),Male,Caucasian,Mid-level,Mid-career,Accelerator,Physical,High school or below,None,Advanced,Kinesthetic,Intermediate,Competitive,Competitive,Suburban,Intermediate,Neutral,Low,Time,Introverted,Skill development,100.0,1,6,negative
learner,Baby Boomers (55-75),Male,Caucasian,Mid-level,Retirement,Accelerator,None,Master's degree,Fluent,Intermediate,Reading/Writing,Advanced,Competitive,Cooperative,Suburban,Basic,Positive,Medium,Time,Introverted,Career advancement,100.0,6,4,negative
admin,Millennials (25-40),Male,Asian,Entry-level,Late career,starter,None,Bachelor's degree,Proficient,Basic,Reading/Writing,None,Collaborative,Cooperative,Urban,None,Negative,Low,Resources,Extroverted,Personal interest,53.07,0,0,negative
admin,Millennials (25-40),Female,Caucasian,Executive,Late career,Expert,Mental,Some college,Proficient,Basic,Kinesthetic,Intermediate,Independent,Cooperative,Rural,Intermediate,Negative,Medium,Accessibility,Introverted,Skill development,1.98,0,0,positive
